SET   SYSTEM                                       UNIT              PBE          PBE-D3             MS2            SCAN          r2SCAN      SCAN-rVV10            MCML      MCML-rVV10      VCML-rVV10             REF
S66x8 BenzeneMeNH2NHpi_combined_1.0                [eV]          -0.0359         -0.1479         -0.0770         -0.1094         -0.0980         -0.1399         -0.1336         -0.1582         -0.1484         -0.1392
S66x8 BenzeneMeNH2NHpi_combined_1.05               [eV]          -0.0479         -0.1478         -0.0787         -0.1057         -0.0973         -0.1332         -0.1306         -0.1529         -0.1479         -0.1348
S66x8 BenzeneMeNH2NHpi_combined_1.1                [eV]          -0.0519         -0.1394         -0.0741         -0.0960         -0.0899         -0.1206         -0.1203         -0.1404         -0.1389         -0.1241
S66x8 BenzeneMeNH2NHpi_combined_1.25               [eV]          -0.0439         -0.1005         -0.0512         -0.0613         -0.0592         -0.0788         -0.0789         -0.0935         -0.0965         -0.0850
S66x8 BenzeneMeNH2NHpi_combined_1.5                [eV]          -0.0237         -0.0482         -0.0240         -0.0264         -0.0258         -0.0362         -0.0312         -0.0397         -0.0421         -0.0412
S66x8 BenzeneMeNH2NHpi_combined_2.0                [eV]          -0.0068         -0.0119         -0.0066         -0.0071         -0.0069         -0.0102         -0.0064         -0.0092         -0.0097         -0.0116
S66x8 BenzeneMeOHOHpi_combined_0.9                 [eV]          -0.0248         -0.1483         -0.1002         -0.1411         -0.1201         -0.1767         -0.1694         -0.1977         -0.1760         -0.1476
S66x8 BenzeneMeOHOHpi_combined_0.95                [eV]          -0.0642         -0.1799         -0.1249         -0.1626         -0.1464         -0.1953         -0.1914         -0.2175         -0.2018         -0.1741
S66x8 BenzeneMeOHOHpi_combined_1.0                 [eV]          -0.0839         -0.1914         -0.1318         -0.1656         -0.1531         -0.1955         -0.1943         -0.2183         -0.2077         -0.1807
S66x8 BenzeneMeOHOHpi_combined_1.05                [eV]          -0.0915         -0.1902         -0.1287         -0.1583         -0.1488         -0.1855         -0.1864         -0.2085         -0.2020         -0.1759
S66x8 BenzeneMeOHOHpi_combined_1.1                 [eV]          -0.0920         -0.1812         -0.1204         -0.1456         -0.1384         -0.1704         -0.1728         -0.1930         -0.1898         -0.1650
S66x8 BenzeneMeOHOHpi_combined_1.25                [eV]          -0.0761         -0.1381         -0.0877         -0.1013         -0.0985         -0.1198         -0.1225         -0.1379         -0.1399         -0.1220
S66x8 BenzeneMeOHOHpi_combined_1.5                 [eV]          -0.0452         -0.0757         -0.0468         -0.0507         -0.0503         -0.0618         -0.0587         -0.0682         -0.0710         -0.0669
S66x8 BenzeneMeOHOHpi_combined_2.0                 [eV]          -0.0158         -0.0232         -0.0158         -0.0162         -0.0165         -0.0202         -0.0158         -0.0194         -0.0201         -0.0228
S66x8 BenzeneNeopentane_combined_0.9               [eV]           0.1042         -0.0741          0.0308         -0.0089          0.0131         -0.0638         -0.0213         -0.0657         -0.0424         -0.0806
S66x8 BenzeneNeopentane_combined_0.95              [eV]           0.0398         -0.1198         -0.0165         -0.0510         -0.0347         -0.1004         -0.0688         -0.1090         -0.0957         -0.1163
S66x8 BenzeneNeopentane_combined_1.0               [eV]           0.0045         -0.1360         -0.0376         -0.0663         -0.0546         -0.1107         -0.0871         -0.1235         -0.1175         -0.1262
S66x8 BenzeneNeopentane_combined_1.05              [eV]          -0.0138         -0.1366         -0.0445         -0.0679         -0.0593         -0.1076         -0.0893         -0.1222         -0.1213         -0.1225
S66x8 BenzeneNeopentane_combined_1.1               [eV]          -0.0223         -0.1290         -0.0442         -0.0622         -0.0564         -0.0977         -0.0833         -0.1129         -0.1153         -0.1124
S66x8 BenzeneNeopentane_combined_1.25              [eV]          -0.0236         -0.0901         -0.0301         -0.0372         -0.0354         -0.0625         -0.0519         -0.0734         -0.0787         -0.0750
S66x8 BenzeneNeopentane_combined_1.5               [eV]          -0.0116         -0.0400         -0.0113         -0.0120         -0.0120         -0.0263         -0.0160         -0.0285         -0.0315         -0.0341
S66x8 BenzeneNeopentane_combined_2.0               [eV]          -0.0020         -0.0088         -0.0017         -0.0015         -0.0018         -0.0063         -0.0015         -0.0059         -0.0066         -0.0085
S66x8 BenzenePeptideNHpi_combined_0.9              [eV]           0.0529         -0.1347         -0.0458         -0.1005         -0.0738         -0.1575         -0.1154         -0.1612         -0.1292         -0.1629
S66x8 BenzenePeptideNHpi_combined_0.95             [eV]          -0.0300         -0.2031         -0.1072         -0.1574         -0.1372         -0.2090         -0.1770         -0.2187         -0.1973         -0.2159
S66x8 BenzenePeptideNHpi_combined_1.0              [eV]          -0.0719         -0.2296         -0.1312         -0.1754         -0.1603         -0.2221         -0.1987         -0.2366         -0.2234         -0.2304
S66x8 BenzenePeptideNHpi_combined_1.05             [eV]          -0.0906         -0.2320         -0.1354         -0.1730         -0.1618         -0.2151         -0.1984         -0.2328         -0.2259         -0.2248
S66x8 BenzenePeptideNHpi_combined_1.1              [eV]          -0.0962         -0.2213         -0.1294         -0.1604         -0.1524         -0.1983         -0.1866         -0.2179         -0.2155         -0.2092
S66x8 BenzenePeptideNHpi_combined_1.25             [eV]          -0.0828         -0.1654         -0.0949         -0.1106         -0.1074         -0.1381         -0.1314         -0.1546         -0.1584         -0.1499
S66x8 BenzenePeptideNHpi_combined_1.5              [eV]          -0.0490         -0.0869         -0.0504         -0.0546         -0.0538         -0.0705         -0.0610         -0.0750         -0.0785         -0.0797
S66x8 BenzenePeptideNHpi_combined_2.0              [eV]          -0.0179         -0.0271         -0.0179         -0.0187         -0.0186         -0.0244         -0.0176         -0.0228         -0.0236         -0.0274
S66x8 BenzenePyridineTS_combined_0.9               [eV]           0.0781         -0.0597          0.0080         -0.0240         -0.0029         -0.0687         -0.0342         -0.0704         -0.0467         -0.0910
S66x8 BenzenePyridineTS_combined_0.95              [eV]           0.0120         -0.1154         -0.0423         -0.0717         -0.0556         -0.1119         -0.0853         -0.1181         -0.1032         -0.1329
S66x8 BenzenePyridineTS_combined_1.0               [eV]          -0.0228         -0.1381         -0.0639         -0.0893         -0.0773         -0.1255         -0.1052         -0.1349         -0.1268         -0.1454
S66x8 BenzenePyridineTS_combined_1.05              [eV]          -0.0396         -0.1425         -0.0702         -0.0910         -0.0823         -0.1235         -0.1079         -0.1347         -0.1316         -0.1427
S66x8 BenzenePyridineTS_combined_1.1               [eV]          -0.0464         -0.1374         -0.0685         -0.0850         -0.0787         -0.1141         -0.1015         -0.1257         -0.1260         -0.1325
S66x8 BenzenePyridineTS_combined_1.25              [eV]          -0.0425         -0.1031         -0.0497         -0.0564         -0.0541         -0.0772         -0.0677         -0.0853         -0.0894         -0.0925
S66x8 BenzenePyridineTS_combined_1.5               [eV]          -0.0241         -0.0512         -0.0246         -0.0253         -0.0250         -0.0371         -0.0276         -0.0379         -0.0404         -0.0466
S66x8 BenzenePyridineTS_combined_2.0               [eV]          -0.0080         -0.0145         -0.0080         -0.0081         -0.0082         -0.0122         -0.0076         -0.0113         -0.0118         -0.0150
S66x8 BenzenePyridinepipi_combined_0.9             [eV]           0.2619          0.0301          0.1163          0.0579          0.0971         -0.0154         -0.0089         -0.0674         -0.0297         -0.0261
S66x8 BenzenePyridinepipi_combined_0.95            [eV]           0.1290         -0.0797          0.0184         -0.0371         -0.0088         -0.1027         -0.1013         -0.1540         -0.1283         -0.1143
S66x8 BenzenePyridinepipi_combined_1.0             [eV]           0.0564         -0.1275         -0.0257         -0.0748         -0.0547         -0.1332         -0.1362         -0.1834         -0.1674         -0.1456
S66x8 BenzenePyridinepipi_combined_1.05            [eV]           0.0176         -0.1421         -0.0420         -0.0833         -0.0691         -0.1351         -0.1409         -0.1831         -0.1744         -0.1480
S66x8 BenzenePyridinepipi_combined_1.1             [eV]          -0.0022         -0.1396         -0.0445         -0.0778         -0.0681         -0.1237         -0.1307         -0.1683         -0.1648         -0.1370
